X,Z,Flexure_sb_m,Accumulation_sb_m
0.0,0.0,0.0,0.0
2040000.0,106.27750657347623,-0.08069128303722853,-10.972989526264689
2000000.0,137.54310236472483,3.2078865157570906,-26.860779204822514
2000000.0,137.0199659625078,4.8134582287977095,-28.989487320080183
2040000.0,95.74630271643775,1.320074853266628,-22.90495951960707
2040000.0,82.1545998782885,2.8017042519727453,-37.978291756462475
2040000.0,79.71523056495619,4.381513369668536,-41.99747018749054
2040000.0,77.59156580201356,5.861102531895775,-45.600724112660416
2040000.0,75.8252600745604,7.574259792538409,-49.080187100756184
2040000.0,74.16822555230296,9.416471572046067,-52.5794334025213
2040000.0,72.57678292799638,11.29780517678949,-56.052209631571316
2040000.0,71.14016512801224,13.280831185850454,-59.47185344061643
2040000.0,69.83911158949608,15.362499394776682,-62.854575188058824
2040000.0,68.61705577464498,17.495477617266697,-66.20960922539996
2040000.0,67.47128479094422,19.680626163985135,-69.54052875581918
2040000.0,66.40826339289501,21.913810492595033,-72.83673448247826
2040000.0,65.43788370149076,24.201340888698667,-76.09464456998616
2040000.0,64.50605883113974,26.515132052364272,-79.34026060400281
2040000.0,63.61718924219343,28.841880619358996,-82.55587875994384
2040000.0,62.77384150547153,31.174541116817956,-85.73188699412468
2040000.0,61.97021307475716,33.51701971438893,-88.87799402241004
2040000.0,61.26854453298168,35.796279896851026,-91.85892274664762
2040000.0,61.239268316179846,38.3096749007732,-94.40159396737164
2510000.0,-345.89407394579143,-291.713460934227,651.7334654221802
2510000.0,-313.44412086576625,-312.82440084159,705.2943584095683
2510000.0,-272.1673637973297,-317.5789043442739,751.3256189806888
2000000.0,95.04543590805312,60.79086632867948,-126.94142547441669
2000000.0,92.75182717937851,63.666627340045686,-132.11079521445748
2000000.0,91.32997810378923,66.03665278470196,-135.90266973470307
2070000.0,88.81490014047796,15.91214674018018,-13.300173048298324
2070000.0,89.11315621672611,18.260998167324544,-15.35076839919453
2070000.0,88.46086246923966,20.027029616405564,-17.76909359576204
2000000.0,91.63926961542423,73.60057711891501,-143.15730255728113
2000000.0,90.92346637005149,76.28896408121388,-146.56149276495282
2000000.0,90.78318809249953,78.31670905683441,-148.72951601812528
2070000.0,84.47504909145044,25.19957865949569,-26.92745601664138
2070000.0,83.55594511432129,26.466252486432932,-29.1132338207078
2070000.0,83.2164075250685,28.22478946902138,-31.21130839254901
2000000.0,89.06007662528442,87.2803279525099,-159.41624638101584
2070000.0,80.85908931161634,29.481731509812448,-34.82556864679226
2070000.0,80.68600904966841,31.139004518840537,-36.65592191776828
2930000.0,-1272.8596459576572,-337.7899271159317,700.4475595155034
2070000.0,79.69338209514824,34.09605001902628,-40.605594372474215
2930000.0,-1259.4529230594826,-379.0538798167291,755.1182351144752
2070000.0,77.10485739117706,35.07232512695681,-44.17039418437586
2070000.0,77.46063017125684,36.470435586038654,-45.212731863377975
2930000.0,-1229.3598836168255,-384.9077386661808,791.065133406583
2930000.0,-1231.7707417377026,-387.3181901192677,791.0647267387928
2000000.0,85.42186997568805,105.72144511515226,-181.49557019325454
2930000.0,-1237.2224253076472,-428.3943204049785,826.6891734545592
2930000.0,-1227.4650318521767,-418.91870676874163,826.970953273793
2930000.0,-1217.7624342074212,-409.21575738614695,826.9706015359536
2930000.0,-1221.3924564440329,-412.8454270149673,826.9702489281623
2930000.0,-1238.1931549593696,-431.88075010982976,829.204873507688
2930000.0,-1222.8504236714234,-456.4167638866459,869.0836185724509
2070000.0,72.75672747384466,47.52933681227108,-60.975535787022544
2070000.0,72.08028937597003,48.417141244675136,-62.539778317301256
2070000.0,71.71313134157722,49.64917336742707,-64.13896847444599
2790000.0,-714.2656294529768,-576.2245023481731,1170.6427195522674
2860000.0,-962.5117697487558,-561.3210231663147,1069.1005624281506
2860000.0,-914.7294104808275,-580.6564921947468,1136.2183907245112
2860000.0,-839.0967907363453,-607.2152672978608,1238.409785572108
2890000.0,-954.419364394013,-614.2889512297803,1197.1696260696374
2860000.0,-816.1179421343585,-666.1136181820383,1320.2869850582722
2860000.0,-814.9033456503936,-683.5813995843536,1338.9693629445521
2860000.0,-802.8715341935682,-677.5835193953321,1345.0032942123557
2860000.0,-791.130807734899,-665.8429062563706,1345.0034075320634
2860000.0,-794.0341471932231,-668.7463589852746,1345.0035208026436
2860000.0,-806.9376847775906,-681.650008872526,1345.0036331055271
2890000.0,-928.6567826267021,-683.30428185291,1291.9475384600782
2890000.0,-916.9622505022994,-679.383028889726,1299.7208176212966
2890000.0,-905.1866144148629,-667.609744740483,1299.72316955949
2890000.0,-912.37878393044,-674.8042628624389,1299.725518165869
2890000.0,-928.6843052140142,-700.3902114351102,1309.0059454549664
2930000.0,-1041.4768037123545,-696.3462239715739,1290.3866986164471
2930000.0,-1026.3791348274744,-691.1002298235849,1300.238373353338
2930000.0,-909.258245160281,-727.3840049629272,1453.6430381598732
2930000.0,-865.0228913326533,-767.1272072779968,1537.6215943025707
2930000.0,-880.6665245952869,-782.7702202658661,1537.6209740278064
2930000.0,-840.5779918273845,-815.7378461822882,1610.6771327121312
2930000.0,-772.9233124026885,-842.938356103468,1705.5323220580065
2930000.0,-766.4370041847245,-836.4513309439695,1705.5316051164716
2930000.0,-776.1711889133815,-846.7302962589611,1706.0763857028066
2930000.0,-723.0413742762959,-892.4865870199238,1804.962491100855
2930000.0,-712.8465420973987,-914.9029847363394,1837.5737209961676
2930000.0,-700.6329005178347,-906.69793483102,1841.582312670412
2930000.0,-612.7890565461549,-942.8847037948918,1965.6129256059642
2930000.0,-594.768157274239,-977.0296878725069,2017.778808955495
2930000.0,-607.4453971553812,-998.8038014144537,2026.8756826162999
2930000.0,-606.8894984850934,-1012.8356589376358,2041.4634388097695
2930000.0,-597.1801954788697,-1003.125765263217,2041.462848141574
2930000.0,-544.0650776489571,-1023.8607480725535,2115.312948780823
2930000.0,-492.4740757444101,-1065.3412374430352,2208.3844400558523
2930000.0,-504.4439538348684,-1082.5407879818047,2213.6141125041636
2930000.0,-494.30771606869473,-1104.2230376470138,2245.4325999355456
2930000.0,-474.37902706422796,-1105.7802665078475,2266.9185178008465
2930000.0,-462.56832795892916,-1093.9690926678588,2266.918043066158
2930000.0,-465.52916079311103,-1096.9294509078063,2266.9175684719235
2930000.0,-474.8691525092789,-1113.3251368591932,2273.973262707143
2930000.0,-460.8988197800799,-1138.0893308865845,2312.707789463733
2930000.0,-436.54197454692604,-1142.6969712832092,2341.6722750935123
2930000.0,-425.32361751599467,-1131.478331539837,2341.6719923810715
2930000.0,-428.48324989899885,-1134.6376805366483,2341.6717089948784
2930000.0,-442.12572426208214,-1154.3248129568371,2347.716367051984
2930000.0,-441.6696398790646,-1170.4297283448152,2364.27736682298
2930000.0,-431.38637728162036,-1160.1460144299313,2364.27691550554
2930000.0,-419.16493246159314,-1147.9241173766864,2364.2764632723224
2930000.0,-422.57412807845117,-1151.332858621485,2364.2760089002627
2930000.0,-436.6128552032988,-1165.371130346511,2364.2755535004408
2930000.0,-432.6392960205348,-1186.3083383855676,2389.186320722262
2930000.0,-424.6696037932928,-1178.3381933187547,2389.1858678826907
2930000.0,-413.8689994834348,-1167.5371359293897,2389.1854148031834
2930000.0,-417.6779896687925,-1171.3456729075897,2389.184961596026
2930000.0,-431.1239786779648,-1184.7912087111365,2389.184508390401
2930000.0,-410.46141329208245,-1210.0727602270736,2435.1286252922196
2930000.0,-357.65176435656093,-1232.1201344210876,2509.9856484217557
3490000.0,-2051.4554090444763,-460.6637269996137,1008.1909079695179
2930000.0,-288.7397475703893,-1271.532712084302,2618.310242871142
2930000.0,-294.13261745979196,-1301.5046145433744,2642.889275440811
3490000.0,-2037.7804059907935,-512.6966057300833,1073.89878975367
