X,Y,Z,River_mouth_Lengh_m,Flexure_m,Accumulation_m,Flexure_min_m,Flexure_mean_m,Flexure_max_m
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2086378.6652598938,1006837.5473094003,-0.2945184840897758,2269505.072332679,-3.0801702515483806,-27.58664273761956,-12.011409683138748,-2.597086707327,3.2030748263639337
2088389.9127696853,1016447.2597724278,-0.2675758783679345,2279322.999311818,-5.4020757546592515,-44.510976077968245,-24.78572330794713,-5.336654938106335,7.303052533959748
2117287.92513306,988865.4896597528,-0.4588663262832633,2306284.327176349,-14.677672387700133,-6.4823131318141645,-37.501482301991466,-11.136700996808864,10.372624211393385
2082580.1857668944,995324.6396420901,-0.024277891525797124,2269827.7475808533,-7.336745151744212,10.753737342283559,-49.89240460153655,-9.231409213362534,15.312331023394746
2069499.6390509254,992737.7942165041,-0.03899268111925359,2256493.8632389028,-4.297938496317826,-52.497084010190896,-60.41192981303398,-8.305344416916906,19.986691505768565
2069499.6390509254,992737.7942165041,-0.030364892901498502,2256493.8632389028,-3.9367225751515464,-53.76490091797194,-72.05556699952388,-9.215167266092477,24.22971468834914
2069499.6390509254,992737.7942165041,-0.008361426620779057,2256493.8632389028,-3.6557945174954454,-54.945074082231166,-83.86462013384094,-10.10920312476646,28.66155940534645
2082580.1857668944,995324.6396420901,-0.027007693893737448,2269827.7475808533,-8.050203325210685,4.8661682551824486,-100.18900045811371,-14.806557595859708,32.06506731339794
2082580.1857668944,995324.6396420901,-0.004286547757748987,2269827.7475808533,-7.694819879937629,3.3994839115619087,-112.11932608117675,-15.662500652029555,36.325857328242236
2082580.1857668944,995324.6396420901,-0.0042233316650341565,2269827.7475808533,-7.280375207616461,1.9395837172736787,-124.03269063230555,-16.448177531674354,40.52847475957094
2091872.3306246526,996099.2745531795,-0.0068865491602868355,2279152.125056215,-12.737204127311898,18.75567936624981,-138.12878470518302,-21.306723408211166,43.90718138919137
2099593.4637943436,990871.6443176962,-0.06635330417765059,2288476.502531578,-17.46108807387925,-34.83419624517764,-150.2945713979207,-25.547474947265115,47.981423568013525
2099593.4637943436,990871.6443176962,-0.053658682169967255,2288476.502531578,-17.258895176498882,-35.10848778818713,-161.22186296989108,-26.405645129399446,52.052789395971764
2099593.4637943436,990871.6443176962,-0.04756997837268329,2288476.502531578,-16.93519136894681,-35.48988718724994,-172.07102891646775,-27.136100559558553,56.13200164452924
2099593.4637943436,990871.6443176962,-0.010224613023838872,2288476.502531578,-16.4512402464905,-35.98508453504531,-182.28814684219324,-27.65495473636956,60.209631050527534
2117287.92513306,988865.4896597528,-0.04889351087195362,2306284.327176349,-35.15871800704301,9.291629911579603,-202.39797001742397,-39.2278787921036,61.23777162089439
2117287.92513306,988865.4896597528,-0.028705579447754953,2306284.327176349,-35.20543545781575,9.355472871449981,-212.80169621206792,-40.058380326278254,65.16593807584896
2117287.92513306,988865.4896597528,-0.005884074984129517,2306284.327176349,-35.09814095924375,9.27451955603438,-222.73374622053248,-40.706741527274296,69.06620499367587
2127979.4985894724,984491.0727713844,-0.05590991046416145,2317836.1783737587,-42.417492571858375,8.870353440935627,-237.88594744051184,-49.53657798488107,71.40756370689111
2127979.4985894724,984491.0727713844,-0.03386617389290133,2317836.1783737587,-42.28762403201826,8.82228837621056,-247.24232303354208,-50.22908362698022,75.19851063439758
2266303.617780543,897390.25035317,-9.66452276831351,2526311.7266771486,-197.15934841717694,448.7924281619869,-288.8925449057218,-161.50089697096956,21.203290964725852
2195932.6225856696,922565.1869137046,-6.744062988219692,2418352.5304957856,-124.9896602583408,282.0386359421077,-295.8179225527642,-109.46007790385862,61.66216711551913
2088389.9127696853,1016447.2597724278,4.668827757176062,2280708.2608506735,1.6092112635070648,-66.23592760798638,-232.77920930586396,-17.633854861498776,90.45470531150511
2127979.4985894724,984491.0727713844,8.688174379757012,2329808.512443884,-45.549611248606745,21.0503731597521,-280.88357498233404,-55.245174146040036,84.83402320241078
2242733.4769326886,1019164.6486033886,-2.8014705561158246,2475881.4523995323,-188.42382075509724,418.2443854789288,-346.71757686161584,-166.03634556837508,35.744747856878156
2283284.92933818,1071696.0335406235,-9.629124150139631,2578352.2232042607,-226.91780517891465,501.84628422431507,-352.8416801797851,-195.5291408277685,11.820479825241996
2240483.9724727096,1003727.5672466506,-5.969004346795069,2460281.33217147,-193.87619592723965,424.9895634654428,-362.9272295250798,-170.79020872571664,39.4111119066541
2140946.285293712,981039.5288096854,5.087500167011972,2343226.8101433977,-57.98111090931709,64.41895101560932,-322.2034850976826,-67.931394913806,92.4217148645235
2152673.924175721,966518.1939065884,9.070514899721546,2368772.6972432123,-73.70974563312775,172.47540510503572,-341.4731984169798,-82.02907913006055,92.26413504114731
2266303.617780543,897390.25035317,-0.04886399724021335,2546568.7885043854,-235.66146225581136,498.3344692998006,-408.4944666969106,-207.1928558173621,33.97247748788583
2310070.826712465,827474.6985448509,-9.504176727117851,2636243.630198607,-272.79481462517913,580.5642139404991,-414.7530893174732,-240.33861558890064,1.4792853898217793
2218394.674967425,916651.0259518618,-5.9254824203098995,2485636.1858350895,-167.50182537165767,354.9085918410806,-397.12695911869827,-155.4400341435933,71.63188475089429
2126232.32993405,968298.5185067029,5.7054419341803655,2331470.252088321,-38.12974442669083,12.285389898054849,-320.52842705029303,-49.66999237289379,115.28538688158608
2165868.8573134746,998963.7249759361,9.460435643892332,2424558.000447663,-101.71309702403524,241.8940370148647,-373.99882108128554,-97.51401397170208,99.56539113995338
2277879.2815429047,1105252.6955804955,-0.46462912508553084,2617062.3347938797,-249.74914452909314,529.9276170939214,-436.21153491286174,-221.2306381152231,36.58378107133669
2344879.7450362905,1086330.6486896893,-9.696075906762964,2699926.858079099,-332.0820171546839,701.6266395192398,-464.0470869097299,-299.98554917854074,-47.699327971542154
2234072.2580896523,1075371.8000347195,-6.172049516925425,2554551.0552615635,-184.42691162628526,388.58889405769116,-435.8655794601399,-178.41744585741796,72.86387394354556
2138666.586918842,990487.9180085034,5.629126948785796,2395721.5100987796,-50.19471887424673,57.28138561184391,-350.07594216678484,-62.35337530750066,124.41466059332606
2201824.7405322874,961572.0170599024,9.142612609276082,2438312.2720004143,-150.06528109586662,329.76537664773707,-442.77901648972636,-147.98999972000675,93.1409615050453
2324695.2111959816,897440.286331196,-0.9510041368295835,2618381.0565300444,-333.2926252982679,679.246877022573,-527.0353037089515,-311.6132989601367,-22.17251933750551
2399100.2216999503,953545.1713213508,-9.600763039974815,2719197.492558956,-448.14266768518513,929.7849852925284,-549.7638597839948,-404.3018978045316,-145.37457404031443
2303774.148620377,916244.0109083981,-5.93837648693308,2586939.043546221,-308.2186595019924,620.1120947629853,-546.8874727324045,-291.21738555932944,4.820178557319152
2239633.256388999,983836.365836532,5.756029897127506,2491871.6089025363,-213.7289529947576,449.6241686413609,-501.96657400604266,-204.8820905308288,74.34400751633369
