X,Y,Z,River_mouth_Lengh_m,Accumulation_m,Accumulation_max_m,Total_accumulation
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2095914.7115940875,1004501.8438864843,-18.152490935062648,1715486.9181470932,0.004224125565209104,0.0,0.0
2148028.284324738,1001378.0188572089,-1.0302372104801403,2361197.390139723,93.30004046981861,14.675563583392995,-1.441826327741725
2148028.284324738,1001378.0188572089,-0.01156264865804965,2361197.390139723,93.39156266299594,32.032028198444294,-50.75294406855034
2148028.284324738,1001378.0188572089,-1.6390873093741179e-06,2363073.2137892935,93.40989614461516,43.69011725911083,-5.8498173981760795
2169664.479249574,1019179.0124717883,-2.0937796775383803e-05,2394270.7070934605,126.34598339077891,59.80648317164006,29.133213559303606
2181341.973099666,1019150.4801760189,-0.0037917184048027576,2405948.2358008046,139.84800490427193,67.46649360027469,-155.18191039446003
2175634.2387999813,997687.9774168159,-0.00018598783549108108,2416783.069906937,144.43661801961497,81.20848114997216,-112.49381988109795
2183056.3721402166,1004161.1639652929,-3.2213347830091514e-09,2415751.985093879,144.4368424010443,87.14202081646951,104.8913420847111
2193722.241329469,998999.7465615077,-6.446883207608591e-07,2436446.722103958,156.17623075384816,92.06132059941696,-274.0397987692772
2211540.544439087,984633.2364613604,-0.0011603170505635324,2464804.6840900676,186.2452379269065,100.07953584502226,7.312639027289268
2219287.359358691,1017857.701558614,-1.2317243839835133e-06,2444536.8788266648,195.48664034603743,115.36279303420629,129.64178277375538
2203919.097860776,974266.9215533704,-1.9070500799327292e-06,2449597.9814755674,169.65118731135053,123.06619932475674,-20.798647828779316
2221423.089674948,1053874.8811471693,-9.798965180286679e-11,2466555.087317504,194.50655946223654,135.64715236912545,-548.9400017892618
2246274.7996964194,1043119.9061868045,-2.0066669102045015e-07,2498972.8768508825,238.31249193670672,138.57787549176163,133.3489736009088
2279488.87326143,1027843.2215027265,-2.4309648375032586e-06,2554571.3235668708,288.4549159071525,152.6011437163904,564.0794610913881
2283890.3963207463,1003877.8893704207,-0.00020606161834136683,2571612.601545753,293.3307198206406,173.73265979044413,437.8750511802075
2293523.569369311,1047765.3484864028,-1.0038862430870521e-06,2559828.7081446666,302.95979740370115,179.2510267962564,305.17619940157795
2247879.995066394,941829.5480911427,-1.1207173663119832e-07,2893758.5455466793,238.58098893409309,203.42381431791392,218.35766214952966
2281750.944672773,925761.3611147552,-9.856493115768032e-07,2613072.447616066,287.984307915028,217.60290013817885,110.38254224945109
2282733.4746276815,913483.5594139075,-4.133360429535085e-08,2620224.0855351537,283.1357877609888,215.51934350745051,-468.02645898915205
2400669.515303453,874457.162712905,-3.7475375425874913,2309145.4547181088,474.6087581823068,217.93699401221372,178.4236160822013
2449159.3385064756,890639.6974297507,-9.64460015270164,2857442.073209908,568.8093119887665,225.75121765845094,-10.217681145803056
2491022.060147044,923413.471370335,-13.447571388753866,2917040.2892038478,647.754948774056,219.10017025961514,-418.2992955913144
2527125.383154299,934411.3780101435,-12.412227875760609,2962672.862117188,720.0279157026273,206.51422584087547,-323.01999929011043
2583554.991427652,921036.6717974772,-16.582121747566866,3209043.639441433,817.9672403598888,233.4978829273162,607.8824883466086
2616826.269227356,960383.7483287264,-18.155732137237468,3160127.0699142735,906.4753766032527,246.2693714766928,944.441852039169
2636503.906223553,1001461.6975956943,-29.944520164023878,3188889.155765936,946.5747690470273,265.57606809993007,2130.6769629077994
2650283.9740786394,963130.211827298,-21.02926722447931,3203601.336486236,962.518437104496,289.4232144714971,2841.4792038212063
2710112.899255925,947543.6286138016,-25.743474496785584,3268687.898079478,1093.1816251274265,297.2748925397516,3130.0315291265474
2736424.853265739,977745.5798505968,-24.216814408223268,3319072.7075683204,1164.5925920304853,295.9543251027969,3608.173318260877
2764991.0854604123,985224.7893477528,-24.718369222737163,3357275.0346142836,1217.8228160698686,331.29747801210584,4344.137111046555
2757786.081637598,946390.9306711106,-25.006123131360464,3397329.5275080362,1207.0499748605434,360.8443964574068,4265.997022266919
2754528.5782194063,930783.7907019065,-25.00002903077813,3413272.994713694,1179.140801488066,358.84966209443996,5095.265274406798
2709948.723848336,936240.709517274,-24.655459503483225,3272927.1417269306,1089.4619134629565,355.6609822041523,7017.46346311311
2666901.9292639745,943568.2451551022,-23.76846067350882,2595080.0804374856,1007.5641194044427,388.6525622213177,8613.608508055766
2649284.5613111476,976387.3426089057,-22.62175656395244,3194618.2375967186,970.3457152110304,371.9032283412254,11473.109716522258
2616548.312444556,986279.2521446625,-21.050344947351864,3125294.107494832,910.322339272302,373.1790871305049,13135.825298346826
2583554.991427652,921036.6717974772,-19.350801633185696,3038224.7162778154,814.343003038086,353.4285956778064,13723.339822502541
2513663.3385928595,917261.2548424731,-17.10269735066088,2946110.2616328103,678.8567815912613,347.3892351469469,14979.024350316517
2478464.817867668,920710.6191823647,-15.000036784554228,2896300.416161648,622.9951203264137,343.5643111385081,17547.067915917592
2450914.4437506227,904855.56642445,-12.12243699458247,2847896.6156226397,565.394320896248,350.58065439424865,19499.16991306946
2405928.946223034,825736.3954106306,-10.148747774764582,2807304.1437748903,483.01523465240155,356.3047115380883,22241.117691039814
2371178.204141827,864043.9713261004,-6.299729896457893,2738955.763296115,416.06460394394094,351.88716593437397,26947.217895308477
2328192.57110426,865082.184415614,-3.38495927144751,2714792.327074402,357.6755260627245,371.13365480606086,30555.467202615757
2143043.387908589,1088700.4297151947,-0.1381670074646172,2589580.0964553086,-29.828640968262388,387.65192121572994,34368.291814948454
2128362.5119102877,1070140.8644690614,2.966661282928475,2417810.5399196264,-44.36881724631873,393.3201421480714,36023.74955921247
2153531.4689734103,1060142.1468421323,6.168797391358365,2445786.1274876148,102.47031957790891,426.0075388178246,37132.230927862896
2122516.991931812,1102625.598120723,8.998626454411074,2496367.369129964,-72.06208496460293,446.0959226740151,38432.74842112338
2140877.3848293074,1066187.9375428467,11.938891240421697,2425784.7009103624,15.50658167773981,458.4322178922761,39923.965265392326
2140877.3848293074,1066187.9375428467,14.568015858597903,2432226.57935609,23.1860712029678,476.44005086603613,41197.07475552769
2118080.739492272,1059590.0506255492,16.988965536490905,2404370.1717726244,-50.78117812285999,510.8606325675893,42985.10002468992
2106385.1080081733,1085616.2747322826,19.172406755580703,2420772.93823319,-75.25454330061805,552.7000572173301,45042.111621248
2165322.136377686,1040210.7715841499,20.64182844170452,2467682.189661134,145.70316772781015,578.0689479624483,46836.34330999119
2153531.4689734103,1060142.1468421323,22.499911831215677,2449928.066497653,118.91966715492616,589.4926294106688,49537.133094486664
2132432.369141025,1081980.8129389866,23.749792995833094,2453072.9445387768,-41.42665719504221,605.5032693520557,52077.34203302293
