X,Y,Z,River_mouth_Lengh_m,Accumulation_m,Accumulation_max_m,Total_accumulation
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2095914.7115940875,1004501.8438864843,-18.152490935062648,1715486.9181470932,0.004224125565209104,0.0,0.0
2148028.284324738,1001378.0188572089,-1.0302372104801403,2361197.390139723,93.30004046981861,14.675563583392995,-1.441826327741725
2148028.284324738,1001378.0188572089,-0.01156264865804965,2361197.390139723,93.39156266299594,32.032028198444294,-50.75294406855034
2148028.284324738,1001378.0188572089,-1.6390873093741179e-06,2363073.2137892935,93.40989614461516,43.69011725911083,-5.8498173981760795
2169664.479249574,1019179.0124717883,-2.0937796775383803e-05,2394270.7070934605,126.34598339077891,59.80648317164006,29.133213559303606
2181341.973099666,1019150.4801760189,-0.0037917184048027576,2405948.2358008046,139.84800490427193,67.46649360027469,-155.18191039446003
2175634.2387999813,997687.9774168159,-0.00018598783549108108,2416783.069906937,144.43661801961497,81.20848114997216,-112.49381988109795
2183056.3721402166,1004161.1639652929,-3.2213347830091514e-09,2415751.985093879,144.4368424010443,87.14202081646951,104.8913420847111
2193722.241329469,998999.7465615077,-6.446883207608591e-07,2436446.722103958,156.17623075384816,92.06132059941696,-274.0397987692772
2211540.544439087,984633.2364613604,-0.0011603170505635324,2464804.6840900676,186.2452379269065,100.07953584502226,7.312639027289268
2219287.359358691,1017857.701558614,-1.2317243839835133e-06,2444536.8788266648,195.48664034603743,115.36279303420629,129.64178277375538
2203919.097860776,974266.9215533704,-1.9070500799327292e-06,2449597.9814755674,169.65118731135053,123.06619932475674,-20.798647828779316
2221423.089674948,1053874.8811471693,-9.798965180286679e-11,2466555.087317504,194.50655946223654,135.64715236912545,-548.9400017892618
2246274.7996964194,1043119.9061868045,-2.0066669102045015e-07,2498972.8768508825,238.31249193670672,138.57787549176163,133.3489736009088
2279488.87326143,1027843.2215027265,-2.4309648375032586e-06,2554571.3235668708,288.4549159071525,152.6011437163904,564.0794610913881
2283890.3963207463,1003877.8893704207,-0.00020606161834136683,2571612.601545753,293.3307198206406,173.73265979044413,437.8750511802075
2293523.569369311,1047765.3484864028,-1.0038862430870521e-06,2559828.7081446666,302.95979740370115,179.2510267962564,305.17619940157795
2247879.995066394,941829.5480911427,-1.1207173663119832e-07,2893758.5455466793,238.58098893409309,203.42381431791392,218.35766214952966
2281750.944672773,925761.3611147552,-9.856493115768032e-07,2613072.447616066,287.984307915028,217.60290013817885,110.38254224945109
2282733.4746276815,913483.5594139075,-4.133360429535085e-08,2620224.0855351537,283.1357877609888,215.51934350745051,-468.02645898915205
2272826.5606901892,906164.8958779364,-1.4439599255315034e-08,2185504.5739101637,264.3857986238902,214.5797437224627,158.55116819045674
2256299.5491566793,938833.2596226672,1.8286114947240115e-05,2566393.651587693,253.71800896668628,243.08652483421523,153.45878554175874
2256299.5491566793,938833.2596226672,1.9505357201362205e-05,2567879.4071131432,253.71801177918076,247.58160145329447,-235.65394457330984
2263661.6512070857,943899.4306684332,2.8065097754371875e-05,2568553.5434348136,253.7181301037948,230.2189554174134,-125.77503150909197
2263661.6512070857,943899.4306684332,2.807632369644913e-05,2566677.7197852433,253.71822749951096,219.53726026870135,1047.5131366647036
2263661.6512070857,943899.4306684332,2.808900588658516e-05,2631363.215785858,253.7182310949003,226.8709381167078,2002.6047657250551
2346778.970945375,1016808.4165951973,-2.533162150226168e-06,2649799.2781275604,409.1949789213506,248.4063585708729,3768.8404669631414
2354570.937196729,1026436.2831471027,-6.287006607640963e-08,2672954.0811685612,403.8204271284863,260.87055809211637,4899.759640138431
2360213.491040393,1039494.091896471,-2.4669649385287713e-10,2679331.823419433,420.98769845787336,287.42235370703116,5367.406943229287
2351832.49326175,1051081.7640211333,-5.189050089795519e-09,2693632.7069248073,400.1652117347289,296.0337378779081,5408.3895138523385
2337366.478239596,1074573.8483914142,-4.170642701306309e-07,2748550.5573317837,380.69548748114414,298.7326417201801,5540.436977065052
2263661.6512070857,943899.4306684332,0.0001614691201893672,2559842.931361257,253.71834075345453,300.86738938597466,6005.949158176101
2263661.6512070857,943899.4306684332,0.00016149462878922057,2559842.931361257,253.7183450440284,304.20269584329236,8526.275758733735
2394772.870581937,1097448.5773319593,-1.2469424583620203e-06,2755336.725343262,461.396858666306,301.9065509108944,10179.352823230558
2425707.6515836795,1098653.004904015,-2.782541713869495e-05,2785784.4216751996,537.0034326519266,303.84444701704376,11558.698308522617
2214477.395497339,996462.2785325736,0.00040641137065798,2463884.1188789206,184.88432405370168,301.7824837937706,15035.328930538595
2214477.395497339,996462.2785325736,0.0004104418289995357,2475673.4838701896,184.88486175008381,302.46483657506514,17072.72505513655
2214477.395497339,996462.2785325736,0.0004181198665702769,2476762.3301158464,184.8862235912147,307.1095568008642,18057.178652214257
2210497.7338944487,939922.2560330062,0.0005120641581348576,2514801.5374318436,178.95713448082893,321.78528071716096,18575.444921220726
2214477.395497339,996462.2785325736,0.00042561526866553015,2479693.6908305865,184.8872797097435,331.09055853995454,19401.346461458845
2214477.395497339,996462.2785325736,0.00043027250898734136,2476954.288105998,184.88753586133822,341.0576910392171,21623.669484834703
2210497.7338944487,939922.2560330062,0.0005311592319669998,2859192.2393050604,178.95715375714715,352.4651185178942,23701.449673772695
2200088.9568193755,937142.2665225324,0.0005402559271568498,2513629.9595682537,168.41846166131535,364.50914372095184,26031.835241872104
2510947.5272950837,1015490.8189358029,-1.1613840888737675e-10,3030338.6578001175,694.5909293181918,383.6366154855593,28498.719974901116
2440738.101513963,869219.0172415443,-7.223966811586129e-09,2965631.496765215,552.4974007158833,401.3341958183694,31180.426633333765
2458468.9247792703,876766.0311958346,-2.3760789618667137e-05,2989084.993348647,593.0707650241236,406.0917586998215,35509.977260631815
2472768.5900147054,857288.8880582011,-2.7844444976256543e-09,2997496.2250401303,605.9821967545364,419.7100013643974,38918.56059352999
2480551.1378653874,828687.2037874046,-7.377818075521817e-09,3038401.4748922195,622.6327995293044,440.0109862126592,43468.822826576245
2382907.4672003915,842806.2916139356,3.1302809965869236e-05,2870671.5339203496,436.98154186207927,511.37340192966053,47516.47278862742
2518209.455549921,818644.8798325561,-4.4647837864777594e-08,3057724.392246782,698.4734527095904,575.3534308420336,51341.25253514121
2504082.0605225693,837984.8849354159,-2.117078196949283e-12,3046086.431207397,665.2315171699447,628.7220328491811,55217.37477239285
2532850.1669820934,1074195.5064502992,-2.6215073231813367e-07,3219985.7186980397,734.178854304501,668.619492841446,57029.70804241845
2528482.6212204094,1089552.0513392042,-8.734793516401453e-09,3086543.0163343223,731.3727320086709,695.6603852468663,58630.302051679
