X,Y,Z,River_mouth_Lengh_m,Flexure_m,Accumulation_m,Flexure_min_m,Flexure_mean_m,Flexure_max_m,Accumulation_max_m,Total_accumulation,Total_flexure,shelf_break_Yindex
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2086378.6652598938,1006837.5473094003,-0.2945184840897758,2269505.072332679,-3.0801702515483806,-27.58664273761956,-12.011409683138748,-2.597086707327,3.2030748263639337,9.438045058709665,-12.181392837300862,-24355.371561112035,216.0
2088389.9127696853,1016447.2597724278,-0.2675758783679345,2279322.999311818,-5.4020757546592515,-44.510976077968245,-24.78572330794713,-5.336654938106335,7.303052533959748,30.48209344002074,-1.8244413341558703,-23885.508659688545,210.0
2117287.92513306,988865.4896597528,-0.4588663262832633,2306284.327176349,-14.677672387700133,-6.4823131318141645,-37.501482301991466,-11.136700996808864,10.372624211393385,45.37293603976427,-70.54624641468428,-23222.155566906884,215.0
2082580.1857668944,995324.6396420901,-0.024277891525797124,2269827.7475808533,-7.336745151744212,10.753737342283559,-49.89240460153655,-9.231409213362534,15.312331023394746,58.44154475671464,-6.0737671996508205,-22399.1657304126,211.0
2069499.6390509254,992737.7942165041,-0.03899268111925359,2256493.8632389028,-4.297938496317826,-52.497084010190896,-60.41192981303398,-8.305344416916906,19.986691505768565,73.02347752187596,64.55048935896043,-21354.518551565638,215.0
2069499.6390509254,992737.7942165041,-0.030364892901498502,2256493.8632389028,-3.9367225751515464,-53.76490091797194,-72.05556699952388,-9.215167266092477,24.22971468834914,80.87527807176663,-126.05646314704876,-20301.033423837987,215.0
2069499.6390509254,992737.7942165041,-0.008361426620779057,2256493.8632389028,-3.6557945174954454,-54.945074082231166,-83.86462013384094,-10.10920312476646,28.66155940534645,84.73791997398774,-137.80550950593002,-19106.97417830167,215.0
2082580.1857668944,995324.6396420901,-0.027007693893737448,2269827.7475808533,-8.050203325210685,4.8661682551824486,-100.18900045811371,-14.806557595859708,32.06506731339794,90.98118576078582,89.89011706363112,-17883.75686744043,211.0
2082580.1857668944,995324.6396420901,-0.004286547757748987,2269827.7475808533,-7.694819879937629,3.3994839115619087,-112.11932608117675,-15.662500652029555,36.325857328242236,103.79138532583957,-287.38803053877393,-16643.80980544621,211.0
2082580.1857668944,995324.6396420901,-0.0042233316650341565,2269827.7475808533,-7.280375207616461,1.9395837172736787,-124.03269063230555,-16.448177531674354,40.52847475957094,112.12340332290457,-46.99254384637972,-15383.751882373732,211.0
2091872.3306246526,996099.2745531795,-0.0068865491602868355,2279152.125056215,-12.737204127311898,18.75567936624981,-138.12878470518302,-21.306723408211166,43.90718138919137,129.57329924173362,70.10015840588339,-14128.093329433126,215.0
2099593.4637943436,990871.6443176962,-0.06635330417765059,2288476.502531578,-17.46108807387925,-34.83419624517764,-150.2945713979207,-25.547474947265115,47.981423568013525,137.9939972421731,-82.70729373881119,-12912.713693212805,215.0
2099593.4637943436,990871.6443176962,-0.053658682169967255,2288476.502531578,-17.258895176498882,-35.10848778818713,-161.22186296989108,-26.405645129399446,52.052789395971764,155.31033437968009,-635.8808017620029,-11689.445175555855,215.0
2099593.4637943436,990871.6443176962,-0.04756997837268329,2288476.502531578,-16.93519136894681,-35.48988718724994,-172.07102891646775,-27.136100559558553,56.13200164452924,164.18873717712611,127.29747885368292,-10581.674323809395,215.0
2099593.4637943436,990871.6443176962,-0.010224613023838872,2288476.502531578,-16.4512402464905,-35.98508453504531,-182.28814684219324,-27.65495473636956,60.209631050527534,181.92949987015427,571.1245193147352,-9471.957488743203,215.0
2117287.92513306,988865.4896597528,-0.04889351087195362,2306284.327176349,-35.15871800704301,9.291629911579603,-202.39797001742397,-39.2278787921036,61.23777162089439,202.24716169307274,327.3374135707583,-8435.202955492012,215.0
2117287.92513306,988865.4896597528,-0.028705579447754953,2306284.327176349,-35.20543545781575,9.355472871449981,-212.80169621206792,-40.058380326278254,65.16593807584896,209.41152531865208,116.81100065680997,-7474.290258363508,215.0
2117287.92513306,988865.4896597528,-0.005884074984129517,2306284.327176349,-35.09814095924375,9.27451955603438,-222.73374622053248,-40.706741527274296,69.06620499367587,229.748098526778,2.872689376745517,-6606.8089585508815,215.0
