X,Z,Accumulation_sb_m
0.0,0.0,0.0
2130000.0,5.289209017373315,-8.311951679069996e-05
2040000.0,95.41294669800982,-21.918240684768357
2040000.0,85.44236461827171,-31.888822764506497
2040000.0,82.2609248335752,-35.07026254920297
2040000.0,81.5307221989499,-35.80046518382826
2040000.0,77.18732960166827,-40.143857781109894
2040000.0,74.25098129138708,-43.0802060913911
2040000.0,71.71366194274287,-45.617525440035294
2040000.0,69.27046610334187,-48.06072127943631
2040000.0,66.91122914110511,-50.41995824167307
2040000.0,64.64937967612113,-52.68180770665705
2040000.0,62.42992396600821,-54.90126341676999
2040000.0,60.32688789567946,-57.00429948709874
2040000.0,58.29381607040153,-59.03737131237666
2040000.0,56.30097915922193,-61.03020822355626
2040000.0,54.40781314854549,-62.92337423423272
2040000.0,52.582268399533454,-64.74891898324475
2040000.0,50.83940779767394,-66.49177958510428
2040000.0,49.12190568916526,-68.20928169361295
2040000.0,47.454233746159524,-69.8769536366187
2040000.0,45.891388450647895,-71.43979893213033
2040000.0,44.34522819567065,-72.9859591871076
2040000.0,42.85183767469772,-74.47934970808053
2040000.0,41.44192184575778,-75.88926553702048
2040000.0,40.0643816978342,-77.26680568494406
2040000.0,38.82926600679233,-78.50192137598597
2040000.0,37.529705525937864,-79.8014818568404
2040000.0,36.26293499298103,-81.06825238979724
2040000.0,35.129767871203484,-82.20141951157484
2040000.0,33.93444148566042,-83.39674589711791
2040000.0,32.80293831579016,-84.52824906698818
2040000.0,31.71855231116845,-85.61263507160989
2040000.0,30.69198213441385,-86.63920524836449
2040000.0,29.652919020238436,-87.6782683625399
2040000.0,28.687440120541712,-88.64374726223663
2040000.0,27.8540167500814,-89.47717063269691
2040000.0,26.98106292270949,-90.3501244600688
2040000.0,26.078685228004268,-91.252502154774
2040000.0,25.226049209441044,-92.10513817333725
2040000.0,24.4022520109848,-92.92893537179353
2930000.0,-1036.3550673083892,599.1622110488419
2930000.0,-1004.0376536257803,631.4796247314509
2930000.0,-988.2903025315687,647.2269758256625
2930000.0,-945.2091098477971,690.3081685094342
2930000.0,-923.9008826676373,711.6163956895938
2930000.0,-919.9959887857015,715.5212895715297
2930000.0,-913.7052859771312,721.8119923800999
2930000.0,-907.3868360226913,728.1304423345398
2890000.0,-784.0068959419456,753.2931432919219
2860000.0,-623.5743750401261,846.7169339704682
2930000.0,-831.5318656180297,803.9854127392015
2930000.0,-777.6973671240542,857.8199112331771
2930000.0,-777.6980000226952,857.8192783345359
2930000.0,-752.0900174486318,883.4272609085994
2930000.0,-749.9158063662696,885.6014719909615
2930000.0,-723.5647080301984,911.9525703270328
2930000.0,-682.3371037716587,953.1801745855723
2930000.0,-673.3917793959221,962.1254989613088
2930000.0,-603.0074089742267,1032.5098693830046
2930000.0,-502.8090171337486,1132.7082612234824
2930000.0,-430.2587467038779,1205.258531653353
2930000.0,-377.96520121775535,1257.5520771394752
2930000.0,-276.0137193738635,1359.5035589833672
2930000.0,-230.71196500937825,1404.8053133478525
2930000.0,-230.71253323412284,1404.804745123108
2930000.0,-230.71310135082715,1404.8041770064042
2930000.0,-230.7136693590024,1404.8036089982286
2930000.0,-230.71423725818954,1404.8030410990411
2930000.0,-230.7148050479366,1404.8024733092943
