X,Y,Z,River_mouth_Lengh_m,Flexure_m,Accumulation_m,Flexure_min_m,Flexure_mean_m,Flexure_max_m,Accumulation_max_m,Total_accumulation,Total_flexure,shelf_break_Yindex
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2086378.6652598938,1006837.5473094003,-0.29445842679948464,2269505.072332679,-3.080878014232361,-27.586757523402053,-12.015743217265648,-2.59745137981944,3.2031027821657707,9.438070878792065,-12.181315687017479,-24355.37621532462,216.0
2088389.9127696853,1016447.2597724278,-0.26637330582197744,2279322.999311818,-5.406217419298054,-44.509554542769166,-24.804606176577355,-5.340647407648534,7.303835434575092,30.478965625946866,-1.8125280026349508,-23885.558095998877,210.0
2117287.92513306,988865.4896597528,-0.47699335283668975,2306284.327176349,-14.688222733462212,-6.479423748116912,-37.54243182396969,-11.14956043650961,10.373252412980085,45.273397376463826,-70.47402243632878,-23222.574126101634,215.0
2082580.1857668944,995324.6396420901,-0.02471255101404811,2269827.7475808533,-7.328095217900647,10.712280061672935,-49.940780459245026,-9.231873623489454,15.313749990075973,60.57724659457554,2.538191918758214,-22400.076583431783,211.0
2069499.6390509254,992737.7942165041,-0.04162117143718096,2256493.8632389028,-4.296028326617224,-52.49942122588117,-60.426080220007485,-8.30804421107537,19.986945713336155,73.26341196854078,68.74228999877359,-21355.413216750883,215.0
2069499.6390509254,992737.7942165041,-0.02872070736701456,2256493.8632389028,-3.936432277966445,-53.763864039755774,-72.04587260192274,-9.220301686941903,24.230510616235733,84.1739911399175,-112.4186776241573,-20302.357068091915,215.0
2069499.6390509254,992737.7942165041,-0.00905367548311556,2256493.8632389028,-3.655718110057023,-54.944689907209934,-83.86523010008906,-10.114028968553864,28.66265745913422,85.87182857657733,-124.67437150451369,-19108.281138950315,215.0
2082580.1857668944,995324.6396420901,-0.026926774428764056,2269827.7475808533,-8.04857561873688,4.832395954541855,-100.19240084837301,-14.810422483335232,32.0670386504451,92.03065286940961,101.8644300482855,-17884.80399304158,211.0
2082580.1857668944,995324.6396420901,-0.004758876110753298,2269827.7475808533,-7.6940472522841405,3.3667911869191025,-112.13340172470724,-15.668751554976533,36.32876285496448,102.47032005590701,-297.7542542066928,-16644.83874789939,211.0
2082580.1857668944,995324.6396420901,-0.007358666551354076,2269827.7475808533,-7.283755582951451,1.903069561227475,-124.09923435293548,-16.458733671319592,40.531496976335234,110.91567768357316,-20.96138534036457,-15385.712475917513,211.0
2091872.3306246526,996099.2745531795,-0.007011998835410544,2279152.125056215,-12.735205273715147,18.717747809942125,-138.1603100536543,-21.30676935853156,43.908522930979956,129.13336135706967,67.90432544020463,-14129.003686338887,215.0
2099593.4637943436,990871.6443176962,-0.06540676293691791,2288476.502531578,-17.456345661071207,-34.83887959368722,-150.36807846350973,-25.540564439081503,47.981602692981376,136.7312329451351,-114.88648934270202,-12912.6132150132,215.0
2099593.4637943436,990871.6443176962,-0.05380155925035524,2288476.502531578,-17.250411670208422,-35.113821537999755,-161.23148091986178,-26.392899112065372,52.05278859908879,154.02944815508252,-644.1346306635663,-11688.60723833509,215.0
2099593.4637943436,990871.6443176962,-0.03026278286675036,2288476.502531578,-16.90920234988894,-35.49786641765381,-172.10475558203672,-27.118261205950116,56.134303218621575,162.16736632183355,113.65972924570215,-10580.984184354402,215.0
