X,Y,Z,River_mouth_Lengh_m,Flexure_m,Accumulation_m,Flexure_min_m,Flexure_mean_m,Flexure_max_m,Accumulation_max_m,Total_accumulation,Total_flexure,shelf_break_Yindex
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091872.3306246526,996099.2745531795,-25.19363090214862,2280005.003775366,-1.896260422910053,-28.91382773719433,-11.983951319003737,-2.1630902826528597,3.3982880809001763,14.264432294905928,-6.445804428367772,-24018.089821259862,215.0
2111574.3159833015,1007281.9606534829,-25.360944434012918,2306490.2661334877,-7.098219450597065,-45.476236263460024,-25.002403364568664,-6.14839022238633,7.058443299972897,28.06178264321695,-3.894771106263796,-23554.339857677343,210.0
2088389.9127696853,1016447.2597724278,-25.157643204064176,2279322.999311818,-4.3315086566916134,-64.6760146203404,-36.81296034777945,-6.143105851163975,11.815036197046517,42.99088825733103,-85.79189773662141,-22898.000212199768,210.0
2099593.4637943436,990871.6443176962,-25.11465250074573,2288476.502531578,-8.762925014655375,-64.0880141360072,-49.41420970122879,-9.96056907587851,15.305669834637584,62.004602084830694,-14.076707390348268,-22085.20721606857,215.0
2082580.1857668944,995324.6396420901,-25.0093032327226,2269827.7475808533,-4.255896806545681,-4.084653909442753,-60.691664493464465,-8.582454905484832,19.53480401437219,75.54391504547888,49.272423152018284,-21052.28147289442,209.0
2082580.1857668944,995324.6396420901,-25.00490594495679,2269827.7475808533,-3.80229617013214,-6.301234957028952,-72.88113493085062,-9.574968957727279,23.67170033909667,79.45724509325213,-168.8134756180803,-20014.2717450141,209.0
2091872.3306246526,996099.2745531795,-25.023915214397025,2279152.125056215,-7.1345260498177465,6.0653609676582425,-86.66888437801686,-12.994405421577914,27.77424791239076,81.14186953267199,-156.73680136368856,-18837.73935931147,209.0
2099593.4637943436,990871.6443176962,-25.04265052323516,2288476.502531578,-10.245429054938562,-64.36874221787706,-98.69322353452593,-16.167659296284306,32.33651979012263,91.80831282110118,65.7473998071599,-17631.4843076306,205.0
2099593.4637943436,990871.6443176962,-25.023955218609494,2288476.502531578,-10.42374541256335,-64.51533014754177,-109.96611596951976,-17.320511994980166,36.799656250796,98.85825509783973,-395.8475280225991,-16409.058062111657,205.0
2099593.4637943436,990871.6443176962,-25.002616941730345,2288476.502531578,-10.201426949703237,-64.99391579250639,-122.19298210774602,-18.264932835746176,41.214670879098975,102.67155432376845,-203.31356257872997,-15169.087395107315,205.0
2108022.9942802466,997242.0196167142,-25.062450016920742,2299042.4225418326,-16.656292964918105,-7.658015660393461,-136.99228387075382,-22.363081904707144,44.65157222837894,118.45633518878805,-61.63068576761825,-13933.3575343774,215.0
2108022.9942802466,997242.0196167142,-25.038995496273625,2299042.4225418326,-16.443284324864955,-7.961394973259775,-148.14062006275356,-23.114411227180216,48.88321837288849,133.04782969079523,-123.87966141081908,-12736.733152912153,215.0
2108022.9942802466,997242.0196167142,-25.02650368046964,2299042.4225418326,-16.114020718887996,-8.34431399585524,-159.0642534182009,-23.74852499745368,53.11325497833944,163.03189636594385,-694.7488737048219,-11529.781831862862,215.0
2108022.9942802466,997242.0196167142,-25.005170372187038,2299042.4225418326,-15.622394270236395,-8.81354570170142,-169.56928438700282,-24.20954636618751,57.34753860372704,171.55093948672283,161.2358882434397,-10435.616976419939,215.0
